coco_id,source,prompt,evaluation_seed,case_number
296303,coco-30k,A grasshopper in a cage eating a slice of carrot.,32458,21353
194704,coco-30k,Girl in black jacket holding up skis in front of a lodge.,60385,21354
557396,coco-30k,Man in blue hat and black shirt grinding on a skateboard.,50244,21355
135785,coco-30k,a kid performs a trick on a skate board ,65248,21356
250703,coco-30k,A brown horse standing in a field next to a fence and a house.,42192,21357
249532,coco-30k,a man pets a horse as others look on,80216,21358
216761,coco-30k,"A man in plaid shorts skateboards in a rink by palm trees,",27408,21359
298251,coco-30k,Several zebras stand in a field and graze.,23585,21360
290113,coco-30k,a person riding skis on a snowy surface,68179,21361
320974,coco-30k,A dog in the grass next to a water dish.,77530,21362
91474,coco-30k,Two zebras walking together with trees in the background.,28993,21363
421902,coco-30k,A group of girls sitting with a white and grey dog.,55760,21364
156685,coco-30k,A fresh produce market on a river as a man talks to the woman.,38678,21365
546222,coco-30k,A man with a beard is close to a farm animal.,84683,21366
452784,coco-30k,A plate of food that includes lentils and leafy greens.,93618,21367
103227,coco-30k,A young man holding a pink frisbee on a beach.,51461,21368
449073,coco-30k,A pile or oranges sitting in a wooden crate.,38431,21369
502410,coco-30k,A large black horse standing next to a baby brown horse.,94968,21370
493206,coco-30k,A white bowl filled with beef and broccoli soup.,45953,21371
57086,coco-30k,A baseball batter is swinging a bat at an incoming pitch.,13074,21372
230862,coco-30k,A man sitting on a couch using a laptop.,39639,21373
176595,coco-30k,A woman bending over to pet a small horse.,84564,21374
439188,coco-30k,A man walking across a beach tossing a frisbee.,68765,21375
353130,coco-30k,A wooden table topped with fruits and vegetables.,12043,21376
94376,coco-30k,A large black and brown dog sitting in  a dog bead.,25136,21377
226848,coco-30k,a person riding a skateboard at a skate park,11071,21378
303922,coco-30k,A couple of plastic containers filled with food.,43477,21379
79651,coco-30k,a close up of two bananas with bottles in the background,88395,21380
221067,coco-30k,a close up of a person with a large sandwich,67988,21381
400950,coco-30k,a small child riding a horse on a city street,59932,21382
470117,coco-30k,A group of young and old are playing frisbee.,47836,21383
246878,coco-30k,A young man riding a skateboard up the side of a ramp.,99126,21384
2759,coco-30k,Two bowls filled with broccoli soup on top of a table.,43694,21385
521404,coco-30k,A man jumping a horse over an obstacle.,54023,21386
141256,coco-30k,Young man on skateboard passing a man in a black shirt.,50183,21387
346717,coco-30k,A man flying through the air while riding a skateboard.,85847,21388
135578,coco-30k,A store selling lots of vegetables and fruits.,32941,21389
1987,coco-30k,A man tossing a frisbee over the ocean on the beach.,38749,21390
94427,coco-30k,A person riding skis across snow covered ground.,36291,21391
471566,coco-30k,Grey horse behind the gate of a pasture fence.,65462,21392
360263,coco-30k,A large panda bear sitting in an enclosure.,22737,21393
361972,coco-30k,A glass plate topped with a piece of cake.,70075,21394
436127,coco-30k,A cop riding on the back of a black horse.,59875,21395
95702,coco-30k,A man in a wagon drawn by two draught horses.,27758,21396
177102,coco-30k,A polka dot plate topped with a slice of pizza.,25048,21397
523780,coco-30k,Two people skiing right up to a big lodge.,22692,21398
473121,coco-30k,A person leaning hard into a turn on a downhill ski course.,56531,21399
445439,coco-30k,A zebra grazing on dry hay next to a wire fence.,49316,21400
274014,coco-30k,a number of people riding skis on a snowy surface,69701,21401
419371,coco-30k,A zebra standing next to a lush green forest.,55525,21402
311309,coco-30k,A woman holding an orange frisbee standing on a lush green field.,90087,21403
143769,coco-30k,A brown miniature pony next to a wooden fence.,15799,21404
368528,coco-30k,A man riding skis on a snow covered ski slope.,87012,21405
283858,coco-30k,A little boy riding a skateboard down the side of a ramp.,83880,21406
250893,coco-30k,A man holding a red frisbee on a lush green yard.,61617,21407
516592,coco-30k,A white horse with its head sticking over a gate.,49068,21408
135681,coco-30k,Two zebra standing next to each other in a  forest.,4017,21409
327794,coco-30k,A metal wok bowl filled with diced fresh vegetables.,79381,21410
145604,coco-30k,A man pushing a four wheeled art full of bananas.,48589,21411
371829,coco-30k,a person riding skis on a snowy slope,11964,21412
205473,coco-30k,Group of people walking on skis on a field of snow. ,62196,21413
12020,coco-30k,A man in a red shirt doing a trick on a skateboard.,85285,21414
255662,coco-30k,A man with a bucket hat riding a hose on a beach.,52677,21415
384486,coco-30k,A counter top in a kitchen topped with fruits and vegetables.,38066,21416
13031,coco-30k,a person jumping a jet ski in the air,29541,21417
477216,coco-30k,four zebras in a field with a tree in the background,92988,21418
29138,coco-30k,A group of four people standing next to each other.,52509,21419
297372,coco-30k,A small brown dog wearing a leash next to a bike.,72463,21420
292789,coco-30k,a close up of a skate board on a tree branch,11106,21421
270815,coco-30k,A baseball player wearing a leather glove standing in the dirt.,92174,21422
366493,coco-30k,a close up of sliced apple with a blurry background,25956,21423
488743,coco-30k,Cupped hands holding an orange with a green leaf attached to it.,72685,21424
124232,coco-30k,Broccoli and plants growing in an outdoor garden setting,54039,21425
1464,coco-30k,A person in a black jacket skiing through deep snow.,99179,21426
284509,coco-30k,three people riding skis on a snowy surface,36066,21427
25252,coco-30k,An old church building in an urban environment,15914,21428
200627,coco-30k,A plate of food that includes rice and various vegetables.,70989,21429
210439,coco-30k,A young man catching a blue frisbee in a park.,86302,21430
235642,coco-30k,A herd of zebra standing next to each other on a grass field.,7077,21431
187302,coco-30k,A child on skis in the snow next to a sign.,7806,21432
111629,coco-30k,A man preparing food on top of a table.,91719,21433
432120,coco-30k,A dog hanging out of back door window in a car.,14351,21434
90956,coco-30k,A man riding skis down a snow covered ski slope.,57885,21435
321543,coco-30k,A pan filled with broccoli and beef and oil.,25018,21436
390130,coco-30k,A man and a women who are traversing the terrain on snow skis. ,79462,21437
534903,coco-30k,A peson on a snowboard moving through snowy field.,27070,21438
125106,coco-30k,A kitchen counter topped with ripe bananas and chocolate.,63879,21439
357498,coco-30k,A man juggling while standing on top of a sign riding a skateboard.,42347,21440
157138,coco-30k,A red plate topped with a piece of cake.,65818,21441
43555,coco-30k,A man riding a skateboard on the side of a planter.,10773,21442
25984,coco-30k,A boy holding a red frisbee with bushes in the background.,81913,21443
509766,coco-30k,A brown horse leading a horse drawn carriage.,68799,21444
360512,coco-30k,A herd of zebra standing next to each other on a dry grass field.,19683,21445
562059,coco-30k,A table topped with a bowl of granola and two apples.,4336,21446
455741,coco-30k,A man sanding next to an orange frisbee.,4091,21447
287914,coco-30k,A shop filled with fresh fruit and produce.,54942,21448
334884,coco-30k,A white bowl filled with vegetables and meat.,64701,21449
216576,coco-30k,A group of young people wearing ski equipment.,91711,21450
146917,coco-30k,A display case filled with fruit in paper wrappers.,82941,21451
524799,coco-30k,A young child riding skis down a snow covered slope.,47556,21452
167240,coco-30k,A vase siting on top of a wooden shelf near a map.,99526,21453
518584,coco-30k,A large brown dog eating food out of a box.,96817,21454
532994,coco-30k,A horse drawn fire truck traveling across a field.,67945,21455
121006,coco-30k,A boy kneeling down by his skateboard and holding up his arm cast.,40355,21456
208002,coco-30k,A horse and colt in tall grass near a house.,61510,21457
165164,coco-30k,A man standing in front of a pile of bananas.,48382,21458
354606,coco-30k,A small brown hamster sleeping inside of it's cage.,77494,21459
388409,coco-30k,A black horse standing in a desert field surrounded by mountain.,92282,21460
541744,coco-30k,A batter holds his bat up in front of the catcher and umpire during a baseball game with full stands.,71382,21461
557965,coco-30k,Two people riding on the backs of brown horses.,17829,21462
203506,coco-30k,A table that has a large assortment of snacks.,42839,21463
5032,coco-30k,A woman and a kid are standing on skis in the snow.,10111,21464
70480,coco-30k,A crowd watching baseball players at a game.,35137,21465
380892,coco-30k,A brown horse standing on a lush green field.,27291,21466
298151,coco-30k,"A white plate topped with oranges, cake, chocolate and nuts.",20145,21467
364399,coco-30k,Four bowls filled with different types of food.,82102,21468
489798,coco-30k,A group of people sitting around a table.,19071,21469
257537,coco-30k,A man standing on a field wearing a glove.,97157,21470
67218,coco-30k,A group of people riding snow boards on top of a slope.,81493,21471
303926,coco-30k,A woman holding a child on a skateboard.,34812,21472
3103,coco-30k,A man riding a skateboard up the side of a wooden ramp.,81076,21473
266437,coco-30k,A person jumping on a skateboard near a fence.,50783,21474
495975,coco-30k,A pile of nearly ripe bananas sitting next to each other.,47054,21475
505133,coco-30k,"A stove top oven covered in plates, pots and a water pot.",68910,21476
501243,coco-30k,Three zebra standing next to each other on a dirt ground.,66728,21477
69544,coco-30k,Two little kids standing next to each other in snow.,11536,21478
216273,coco-30k,A small white dog sitting on the floor on top of a rug.,653,21479
248224,coco-30k,A man standing on a green field throwing a white frisbee.,10304,21480
182523,coco-30k,A man holding two red skis walking through the snow.,53402,21481
570788,coco-30k,A group of horses are drinking from a river,91201,21482
527846,coco-30k,A farmers market fulled of fresh fruits and vegetables.,79183,21483
543239,coco-30k,A large bear laying on it's back in water.,96185,21484
386092,coco-30k,A metal juicer sitting on top of a table next to veggies.,8264,21485
457097,coco-30k,A large brown horse eating a glob of leaves.,29684,21486
97656,coco-30k,A man riding a skateboard at a skate park.,59146,21487
149375,coco-30k,A young person riding a skateboard at a skate park.,78479,21488
438737,coco-30k,A grocery store filled with lots of fresh produce.,55409,21489
215581,coco-30k,Two roasted chickens sitting on to of a pile of vegetables.,13694,21490
459967,coco-30k,A group of carrots are displayed on a counter. ,41607,21491
50380,coco-30k,A  man guiding a pony with a boy riding on it.,83326,21492
423740,coco-30k,A man and a boy who has a black and brown baseball mitt.,34809,21493
181980,coco-30k,A pitcher and umpire during a baseball game.,62017,21494
572182,coco-30k,A girl hitching a ride with her Dad on a skateboard,91662,21495
12231,coco-30k,A plate of food that includes meat and broccoli.,62489,21496
238890,coco-30k,A group of people riding horses on the beach at sunset.,37364,21497
315974,coco-30k,A finger pointing to a blemish on a green piece of fruit,78020,21498
21217,coco-30k,Two apples and a bowl and jar of applesauce on a cloth.,85493,21499
294585,coco-30k,A guy eating a sandwich in a break room.,8554,21500
51801,coco-30k,"Apples, fresh granola, cream and a wooden spoon",539,21501
93766,coco-30k,A bronze horse and fountain decorate this old palace.,6772,21502
541391,coco-30k,"Batter, catcher and umpire in a game of baseball.",50465,21503
69906,coco-30k,"Dinner plate with pork chop, pasta and vegetables on it.",93029,21504
446597,coco-30k,A baseball player taking a swing at an incoming ball.,93679,21505
320632,coco-30k,There are several zebras standing close to each other.,57912,21506
365701,coco-30k,Young man in orange jersey throwing a baseball.,67394,21507
52267,coco-30k,A small child is on snow skis in the snow.,52290,21508
317049,coco-30k,A man snowboard down the side of a snow covered slope.,20260,21509
567740,coco-30k,A couple of snow skiers are casting a shadow on the snow.,17995,21510
161602,coco-30k,A skateboarder is in a parking lot doing a trick.,82067,21511
460454,coco-30k,A man in white shirt jumping a ramp on a skateboard.,96651,21512
66798,coco-30k,A tall zebra standing in a lush green field.,41369,21513
379055,coco-30k,An apple and a paper weight on top of wooden blocks before a mirrors.,3378,21514
321395,coco-30k,"A plate of food that includes rice, meat and vegetables.",86018,21515
102367,coco-30k,A white dog walking on a beach in front of a black dog.,64724,21516
335148,coco-30k,Oranges in baskets an drags on a cloth-covered table.,89565,21517
184181,coco-30k,A man holding a giant banana while riding a scooter.,42635,21518
166320,coco-30k,A display at grocery store filled with fruits and vegetables next to jars.,79359,21519
538888,coco-30k,"Plates of raw carrot, zucchini, squash, broccoli and beans",99722,21520
338878,coco-30k,Closeup of an orange stuck between a tree an its branch.,1702,21521
197163,coco-30k,Three zebra standing on a road in a grassy field.,44828,21522
437269,coco-30k,Two people wearing ski equipment standing on top of a ski slope.,76669,21523
31667,coco-30k,A man riding a horse through rural country side.,92151,21524
413295,coco-30k,A beautiful women holding a large yellow banana with her mouth wide open.,18107,21525
398188,coco-30k,A person wearing all black does a one handed hand stand as he holds a skateboard on his feet.,16005,21526
303210,coco-30k,Two skateboarders performing a trick on a ramp.,30447,21527
472424,coco-30k,A baseball player holding a bat during a game.,55215,21528
295589,coco-30k,A man standing on a baseball field holding a catchers mitt.,46128,21529
244575,coco-30k,Two horses in a wooded area amongst bushes,67041,21530
481064,coco-30k,Two men standing on a lush green field playing a game of frisbee.,30663,21531
60959,coco-30k,Two zebras running on a path next to trees.,91910,21532
562045,coco-30k,A woman brushing her teeth while riding a skateboard.,37168,21533
410942,coco-30k,A group of people standing on top of a snow covered slope.,2588,21534
175933,coco-30k,A man riding a skateboard through the air.,32390,21535
432146,coco-30k,A person riding skis down a snow covered slope.,35686,21536
208236,coco-30k,A brown dog fighting over a deflated ball with a darker brown dog.,97307,21537
556073,coco-30k,A table with a pocketknife and other items on it.,74440,21538
41574,coco-30k,A man in black shirt doing a trick at a skateboarding park.,40113,21539
197097,coco-30k,A brown dog on a black couch with a laptop.,17079,21540
579326,coco-30k,A pile of broccoli and carrots sitting on a  wooden table.,95081,21541
10822,coco-30k,Three zebras standing in a line in the tall grass.,86930,21542
191614,coco-30k,A horse standing in a lush green grass field.,30401,21543
9628,coco-30k,A man riding a board over the top of a wave.,16763,21544
70657,coco-30k,a plate of waffles with bananas and condiments,45353,21545
439180,coco-30k,A group of people riding horses down a small road.,82239,21546
213438,coco-30k,A zebra standing on dirty area with trees in the background.,89762,21547
579081,coco-30k,A group of people riding in a ski lift above a mountain.,88773,21548
35672,coco-30k,A man laying in a bed with a dog and green blanket.,10539,21549
336360,coco-30k,A woman standing over a table filled with bowls of oranges.,51140,21550
9171,coco-30k,A man riding down a snow covered slope in the snow.,30387,21551
264282,coco-30k,A man in black jacket cross country skiing in woods.,29796,21552
372258,coco-30k,A man in green shirt catching a white frisbee.,18261,21553
29906,coco-30k,A single broccoli floret in a larger garden.,49088,21554
279769,coco-30k,A peeled banana on a table next to an unpeeled banana.,22555,21555
211476,coco-30k,Two plastic black containers filled with food on a table.,8886,21556
402823,coco-30k,A man jumping a horse over a blue rail.,78202,21557
210458,coco-30k,A small zebra walking across a dirt field.,11005,21558
133377,coco-30k,Two zebra standing next to each other next to a building.,92043,21559
476851,coco-30k,A blue cutting board filled with choppes veggies and fruits.,33424,21560
417547,coco-30k,A baseball player pitching a ball to a batter.,79934,21561
551559,coco-30k,A zebra in a cage at a zoo next to a walkway.,59044,21562
227958,coco-30k,A produced shelf in a store filled with fruits and veggies.,93292,21563
44038,coco-30k,A small vase sitting on a sidewalk next to a brick building.,74164,21564
211243,coco-30k,A glass of milk sitting next to a bowl of fruit on top of a table.,27699,21565
84463,coco-30k,Man holding up three almost empty glasses of wine. ,25133,21566
535151,coco-30k,a close up of two plates on food on a table,53341,21567
187132,coco-30k,A man kneeling down behind a bunch of bananas.,96085,21568
256771,coco-30k,A woman holding a knife who just cut into a cake.,61816,21569
142940,coco-30k,A man standing in a  field holding a frisbee.,89731,21570
562897,coco-30k,A plate topped with orange slices and eating utensil.,15680,21571
365073,coco-30k,A store filled with piles of ripe bananas on display.,28585,21572
115859,coco-30k,A brown dog laying next to a black and white dog on top of a bed.,48972,21573
533137,coco-30k,A young boy standing on the top of a sky slope.,39217,21574
47916,coco-30k,A white dog carrying a red frisbee in it's mouth.,19172,21575
236308,coco-30k,A couple of people riding skis down a snow covered slope.,83760,21576
116206,coco-30k, A wooden cutting board filled with chopped vegetables.,67235,21577
572861,coco-30k,A brown horse pulling a carriage down a street.,6896,21578
113589,coco-30k,Two plastic containers next to a banana on a table.,29963,21579
575194,coco-30k,A baseball player hugging another player as lovers do.,77148,21580
397693,coco-30k,some bananas with some stickers and red ends,84106,21581
505156,coco-30k,A man riding skis on top of snow covered ground.,21091,21582
424268,coco-30k,A couple of young men walking down a street together.,96878,21583
552837,coco-30k,A horse is on a brushy hillside on the gravel.,32282,21584
493761,coco-30k,A store display filled with lots of different types of vegetables.,79711,21585
78283,coco-30k,many fruits arranged in large containers indoors near a weall,88026,21586
334471,coco-30k,A small garden is shown in wooden long boxes.,5298,21587
216277,coco-30k,A table topped with a half eaten apple next to a smart phone.,92209,21588
377706,coco-30k,Two people standing next to each other on top of the snow.,7954,21589
143927,coco-30k,A ceramic coffee cup inside of a silver microwave oven.,57140,21590
276260,coco-30k,A man is riding a brown horse along with a black horse.,64990,21591
478821,coco-30k,Two zebra standing next to each other on a  dirt field.,60998,21592
268435,coco-30k,A cross country skier resting with his ski poles in the snow.,37242,21593
99341,coco-30k,A man standing on a patch of grass near a neon frisbee.,24456,21594
281800,coco-30k,A man riding a skateboard over the top of a cement block.,26364,21595
274804,coco-30k,A white paper plate topped with orange slices.,12189,21596
49761,coco-30k,A herd of cattle and zebra standing next to each other on a  field.,17403,21597
300221,coco-30k,"A display in  a store filled with carrots, cauliflower and greens.",7581,21598
105448,coco-30k,A man riding a skateboard on a parking lot.,96095,21599
461722,coco-30k,A beautiful girl sitting at a table with an orange.,79052,21600
577073,coco-30k,A man riding a board on top of a pile of snow.,45322,21601
138954,coco-30k,A white plate on top of a table topped with fruits and vegetables.,96680,21602
289264,coco-30k,A brown dog with it's head hanging out of a window.,49080,21603
111526,coco-30k,A man riding skis down the side of a snow covered mountain.,21917,21604
303499,coco-30k,Two people riding on the back of horses near a tall building.,69527,21605
470931,coco-30k,A bunch of ripe bananas hanging from the top of a tree.,3026,21606
317798,coco-30k,A half a sandwich sitting on top of a table.,52701,21607
254535,coco-30k,Two young boys sitting on a baseball field holding catchers mits.,52407,21608
120872,coco-30k,A group of people playing a game of soccer on top of a field.,28521,21609
249785,coco-30k,a man riding skis down a snow covered slope.,35305,21610
486479,coco-30k,A large white dog laying underneath a bed.,69410,21611
218424,coco-30k,A group of zebra standing next to each other.,43921,21612
476282,coco-30k,A couple of zebra walking next to each other.,72793,21613
20459,coco-30k,Two men playing a game of frisbee together.,57699,21614
444928,coco-30k,A group of men riding on the backs of horses in a field.,692,21615
550162,coco-30k,A man holding a bunch of unripe bananas.,98804,21616
382715,coco-30k,A man riding a skateboard down a busy city street.,51328,21617
199989,coco-30k,A group of four people standing next to each other.,98513,21618
112085,coco-30k,A man riding on the back of a wagon being pulled by two horses.,41583,21619
92634,coco-30k,A white plate topped with a pile of fries next to a cut in half sandwich.,73513,21620
499031,coco-30k,A group of two women and an older woman between them.,45798,21621
406676,coco-30k,A man wearing a visor holding a neon frisbee.,4646,21622
551338,coco-30k,A woman standing in a park holding a yellow frisbee.,82934,21623
256569,coco-30k,A couple of people standing in a field playing with a frisbee.,28629,21624
320832,coco-30k,A white plate topped with pancakes and a fork and knife.,23071,21625
253843,coco-30k,A brown and white horse standing next to a man and a woman.,61547,21626
265816,coco-30k,a white horse pulling a carriage with a man on it.,93837,21627
567444,coco-30k,A tree filled with lots of apples and leaves.,71534,21628
82052,coco-30k,A man riding a skateboard down the middle of a street.,82422,21629
59352,coco-30k,A man riding skis down a snow covered mountain.,76528,21630
271424,coco-30k,A group of people riding skis and snowboards in the snow.,62369,21631
164885,coco-30k,A man riding skis down a snow covered path.,91166,21632
497006,coco-30k,A display in a store filled with lots of ripe bananas.,28959,21633
346707,coco-30k,A couple of containers filled with unripe bananas.,95685,21634
45392,coco-30k,A young boy bending over holding a catchers mitt.,99127,21635
414385,coco-30k,A man walking down a street next to a road filled with cars.,14363,21636
64307,coco-30k,A brown tray topped with a plate of food next to potatoes and a drink.,32717,21637
361819,coco-30k,A couple of people racing down the side of a ski slope.,67986,21638
378673,coco-30k,A man riding a skateboard down the side of a ramp.,23559,21639
208825,coco-30k,Closeup of a piece of cake and fork on a plate.,22386,21640
355632,coco-30k,An orange vase filled with flowers on a floor.,45288,21641
517386,coco-30k,A vase filled with flowers on top of a table.,8223,21642
465963,coco-30k,A man standing next to a woman on top of a sandy beach.,15769,21643
52462,coco-30k,Two zebra standing next to each other in a dry grass field.,51913,21644
517619,coco-30k,A person snowboard on a  snow covered ground ,15276,21645
544071,coco-30k,A herd of zebra standing next to each other in a field.,89588,21646
329008,coco-30k,Two young men in the sunlight competing for possession of a frisbee.,41480,21647
302275,coco-30k,A couple of slices of pizza sitting on top of a piece of tin foil.,75006,21648
459258,coco-30k,A girl in white shirt playing with a yellow frisbee.,52165,21649
424721,coco-30k,A frying pan filled with vegetables and apples.,39789,21650
356323,coco-30k,A man petting a brown dog while it's taking a bath.,86413,21651
538005,coco-30k,A man flying through the air while riding a skateboard.,34727,21652
79868,coco-30k,A herd of zebra standing next to each other.,47486,21653
496575,coco-30k,A group of people riding skis while holding ski poles.,15336,21654
308545,coco-30k,A little child riding on top of a white horse.,84454,21655
516404,coco-30k,A black dog sleeping on top of a bed.,25217,21656
130948,coco-30k,a day of the dead offering with fruit,22983,21657
506187,coco-30k,A banana with a face drawn on it.,29037,21658
201561,coco-30k,A man in white shorts standing next to a yellow frisbee.,35740,21659
64974,coco-30k,A skateboarder flips his skateboard as he flies through the air.,70518,21660
93391,coco-30k,Two zebras and two wildebeests stand next to a watering hole.,4785,21661
378098,coco-30k,A counter top with meta and veggies cut up.,76790,21662
482800,coco-30k,an image of three people playing Frisbee outside,52700,21663
60989,coco-30k,A man riding a skateboard into the air.,19745,21664
154139,coco-30k,A baseball player pitching a ball on a field.,93844,21665
454731,coco-30k,A table topped with a green bowl of cereal next to a ripe banana.,98219,21666
458567,coco-30k,A pile of green bananas sitting on top of a table.,8472,21667
288442,coco-30k,A man riding skis down a snow covered slope.,73979,21668
575577,coco-30k,A woman skiing down the side of a snow covered ski slope.,95321,21669
521593,coco-30k,A herd of zebra standing next to each other.,43763,21670
61953,coco-30k,A group of people skiing down a snow covered slope.,87695,21671
342971,coco-30k,A man catching a green Frisbee next to a  field.,44679,21672
545002,coco-30k,A man riding skis down the side of a ski slope.,93230,21673
114164,coco-30k,A herd of zebra walking across a dirt road.,69487,21674
96445,coco-30k,A zebra standing on a lush green field.,5611,21675
536716,coco-30k,Two zebra standing next to each other on a dirt field.,60070,21676
381262,coco-30k,A couple of men sitting on a cement block on top of a skateboard.,5523,21677
478550,coco-30k,A man riding skis down a snow covered ski slope.,78369,21678
412975,coco-30k,A woman walking across a street in short shorts.,21151,21679
416049,coco-30k,A couple of zebra standing next to each other.,27230,21680
202886,coco-30k,"A plate topped with meat, potatoes and broccoli.",2479,21681
459064,coco-30k,A brown and white dog in window sill looking outside.,31836,21682
472246,coco-30k,"A fork next to an apple, orange and onion.",25022,21683
61494,coco-30k,A couple of men racing up the side of a snow covered slope.,59059,21684
353624,coco-30k,A herd of zebra standing next to each other while drinking water.,66533,21685
552273,coco-30k,A group of young children walking around a street.,46366,21686
374087,coco-30k,A box filled with fresh fruit and vegetables.,31419,21687
329576,coco-30k,A white horse running next to a brown horse.,11793,21688
441929,coco-30k,A person riding skis across a snow covered forest.,47546,21689
402118,coco-30k,A person riding a snow board while flying through the air.,22619,21690
182775,coco-30k,A blue plate topped with food next to a  fork and knife.,33676,21691
473406,coco-30k,A little girl sitting on a kitchen counter next to a plate of food.,31608,21692
160260,coco-30k,an image of a banana tree in the air,8772,21693
477477,coco-30k,A man and a woman riding skis down the slide of a snow covered slope.,83284,21694
374162,coco-30k,A bowl full of vegetable soup and a spoon.,70797,21695
339703,coco-30k,A person riding a skateboard on top of a piece of metal.,71899,21696
414777,coco-30k,Rows of unripe bananas on display in a store.,64528,21697
157093,coco-30k,A baseball player holding a wooden bat standing on a baseball field.,37512,21698
13980,coco-30k,"A white plate topped with meat, vegetables and fruit.",74931,21699
360706,coco-30k,A green apple on a wooden cutting board next to peeler.,33183,21700
368581,coco-30k,"A plastic container filled with a sandwich, sliced berries and sliced cucumber.",13324,21701
533106,coco-30k,an image of a kid playing with a frisbee,89476,21702
93068,coco-30k,A cart full of bananas next to boy in red hat.,99588,21703
409117,coco-30k,A man in yellow jacket skiing on a snowy trail.,3141,21704
318171,coco-30k,A dog sitting on a grassy hillside by a path.,13288,21705
42296,coco-30k,a polar bear partially submerged in a body of water,20910,21706
486484,coco-30k,a close up of dog with its head between a fence,88412,21707
381851,coco-30k,many skis and snow boards on a snowy surface,58827,21708
532919,coco-30k,A horse drawn carriage traveling down a street.,15079,21709
252091,coco-30k,A woman carrying a container filled with food.,3464,21710
324595,coco-30k,A couple of young men playing a game of frisbee.,99543,21711
253718,coco-30k,a close up of a skillet with broccoli on a stove,49609,21712
30504,coco-30k,A person riding skis down a snow covered slope.,30198,21713
10077,coco-30k,a zebra standing in a field in under the shade of a near yb tree,10273,21714
513887,coco-30k,A man holding a bunch of ripe bananas.,87656,21715
73039,coco-30k,a purse a pair of shoes and a horse behind a display glass,65020,21716
494566,coco-30k,Skier competing on snow covered sloped race course.,21023,21717
532527,coco-30k,A table topped with vegetables and a pitcher.,77771,21718
88433,coco-30k,A man riding skis on top of a snow covered slope.,24110,21719
13991,coco-30k,A pan filled with meat and vegetables cooking on a stove top.,77185,21720
469634,coco-30k,A man riding a skateboard down the middle of a street.,16883,21721
344314,coco-30k,A small herd of zebra standing next to each other.,89689,21722
498535,coco-30k,A base ball player wearing a catchers mitt.,35675,21723
260774,coco-30k,A brown dog laying on a  pillow on the floor.,82739,21724
545920,coco-30k,A man on horse watching people play a game of baseball.,7348,21725
410114,coco-30k,cowboys on horses are herding some cattle down a road,27490,21726
42091,coco-30k,A woman in sunglasses and hat standing by plant.,43979,21727
279176,coco-30k,A group of people playing frisbee in a field.,71773,21728
477698,coco-30k,A herd of zebra standing on sandy area with rocks.,62030,21729
436858,coco-30k,A child skier is headed down a small slope on their skies.,50757,21730
232460,coco-30k,A man wearing a glove pitching a baseball.,95141,21731
346175,coco-30k,A boy rides a skateboard down a street with his arms outstretched. ,43778,21732
267115,coco-30k,A white dog sitting on a ledge of a window. ,86209,21733
336049,coco-30k,A group of people watching a man skateboard.,24153,21734
310882,coco-30k,A baseball player holding a bat so he can hit a ball.,25305,21735
306585,coco-30k,The young child is learning how to ski. ,24238,21736
506736,coco-30k,"The lemons, carrots, and lemons are close to each other.",6390,21737
555271,coco-30k,A young man in purple shirt throwing a baseball.,38879,21738
547886,coco-30k,Four people on horses walking on beach next to water.,21849,21739
430160,coco-30k,A plate holding a sandwich with peanut butter and bananas.,96888,21740
555366,coco-30k,A black and white zebra stands in a grassy field.,65431,21741
45070,coco-30k,A girl in white and pink shirt riding on a horse.,6816,21742
53635,coco-30k,The young man is practicing on his skateboard. ,89609,21743
515403,coco-30k,The horse is in the water with a man. ,2815,21744
194440,coco-30k,A man riding a skateboard in front of a street sign.,29175,21745
551739,coco-30k,"A brown bear next to a fence with words reading ""bear and wolf museum.""",89438,21746
196244,coco-30k,An adult zebra stands with its young in a field.,62339,21747
268729,coco-30k,A grouping of zebras in a pen next to a giraffe.,28897,21748
145422,coco-30k,A time lapse photo of a man skiing down a hill.,84648,21749
62877,coco-30k,A man doing a trick on a wall with a skateboard.,13128,21750
2587,coco-30k,a close up of a banana and a doughnut in a plastic bag,45759,21751
6437,coco-30k,A polar bear licking its paw while grooming.,13494,21752
283412,coco-30k,A little poodle puppy laying near a newspaper with a look of guilt.,44983,21753
505939,coco-30k,a number of people wearing skis on a snowy surface,50736,21754
10764,coco-30k,A catches crouches on a patch of dirt.,58862,21755
272615,coco-30k,"Bowls of fresh salad, soup, pudding and rice",88464,21756
10785,coco-30k,A little girl with bows in her hair eating a plate full of broccoli.,15423,21757
107205,coco-30k,A man standing on one foot holding a skateboard behind him.,41971,21758
539566,coco-30k,"a bowl of broccoli,black beans and greens next to a small bowl of red peepers",32054,21759
431323,coco-30k,Several peeled vegetables are sitting in a baking dish.,47790,21760
447978,coco-30k,A man in a wetsuit waterskiing on a lake.,36463,21761
474464,coco-30k,a plate with a piece of chocolate cake and vanilla ice cream,96427,21762
417111,coco-30k,Three men in a booth making juice to sell.,49637,21763
323853,coco-30k,A closeup of pink and yellow fruit in a tree.,17025,21764
124327,coco-30k,Two kids in blue shirts playing a game of baseball.,7453,21765
243190,coco-30k,A variety of foods are mixed in a bowl.,23757,21766
104421,coco-30k,A dog looking up at a frisbee while standing in a field.,49815,21767
535668,coco-30k,A baseball player bending over to hit a ball.,77549,21768
4375,coco-30k,A crowd of skiers gathers on the top of the slopes.,76284,21769
